# entry_rcm threshold = 2.00 mm, tip_target threshold = 3.00 mm, skull threshold = 0 mm
time_s,dt_s,fps,task,mode,phase,insertion_progress,lambda,tip_x,tip_y,tip_z,rcm_x,rcm_y,rcm_z,entry_side_x,entry_side_y,entry_side_z,desired_tip_x,desired_tip_y,desired_tip_z,desired_entry_cone_x,desired_entry_cone_y,desired_entry_cone_z,desired_tip_cone_x,desired_tip_cone_y,desired_tip_cone_z,entry_x,entry_y,entry_z,target_x,target_y,target_z,tip_target_error_mm,entry_rcm_error_mm,target_rcm_error_mm,task2_entry_cone_error_mm,task4_tip_cone_error_mm,active_task_error_mm,tip_line_distance_mm,shaft_line_max_distance_mm,tool_axis_angle_deg,skull_violation_mm,qdot_norm_rad_s,raw_task_qdot_norm_rad_s,nullspace_joint_contrib_norm_rad_s,boosted_damping,task2_nullspace_disabled,lambdadot,q1_deg,q2_deg,q3_deg,q4_deg,q5_deg,q6_deg,q1dot_deg_s,q2dot_deg_s,q3dot_deg_s,q4dot_deg_s,q5dot_deg_s,q6dot_deg_s,entry_rcm_ok,tip_target_ok,skull_ok_0mm
0.0667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71492,1.03636,0.19680,0.71390,1.03981,0.19682,0.63482,1.30762,0.19818,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,400.185,478.080,398.654,280.717,393.188,400.185,399.898,399.898,28.549,0.000,0.53019,0.53002,0.01231,0.05500,1,0.00000,-0.062,4.115,-81.034,0.340,60.468,0.000,-1.194,-21.167,2.395,6.408,20.653,0.000,0,0,1
0.1333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71474,1.04515,0.19481,0.71372,1.04861,0.19484,0.63490,1.31649,0.19706,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,394.094,469.249,392.617,274.174,387.167,394.094,393.507,393.507,28.607,0.000,0.52518,0.52503,0.01232,0.05500,1,0.00000,-0.102,3.420,-80.958,0.552,61.144,0.000,-1.270,-21.014,2.273,6.441,20.386,0.000,0,0,1
0.2000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71457,1.05395,0.19282,0.71355,1.05741,0.19286,0.63496,1.32534,0.19594,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,388.106,460.417,386.685,267.796,381.253,388.106,387.106,391.244,28.658,0.000,0.52007,0.51989,0.01232,0.05500,1,0.00000,-0.145,2.728,-80.882,0.764,61.810,0.000,-1.302,-20.905,2.239,6.410,20.077,0.000,0,0,1
0.2667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71440,1.06276,0.19082,0.71339,1.06622,0.19088,0.63499,1.33420,0.19483,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,382.227,451.584,380.865,261.595,375.453,382.227,380.694,396.721,28.702,0.000,0.51531,0.51512,0.01232,0.05500,1,0.00000,-0.189,2.039,-80.808,0.976,62.466,0.000,-1.355,-20.790,2.178,6.417,19.792,0.000,0,0,1
0.3333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71425,1.07158,0.18883,0.71324,1.07503,0.18889,0.63498,1.34304,0.19373,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,376.463,442.751,375.162,255.581,369.772,376.463,374.274,402.368,28.739,0.000,0.51068,0.51042,0.01231,0.05500,1,0.00000,-0.234,1.355,-80.735,1.187,63.113,0.000,-1.391,-20.728,2.224,6.399,19.460,0.000,0,0,1
0.4000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71410,1.08040,0.18684,0.71309,1.08385,0.18691,0.63495,1.35188,0.19264,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,370.820,433.919,369.583,249.767,364.216,370.820,367.844,408.178,28.769,0.000,0.50592,0.50565,0.01231,0.05500,1,0.00000,-0.281,0.673,-80.664,1.398,63.750,0.000,-1.427,-20.613,2.164,6.388,19.179,0.000,0,0,1
0.4667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71395,1.08923,0.18484,0.71295,1.09268,0.18493,0.63489,1.36071,0.19155,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,365.304,425.089,364.134,244.167,358.794,365.304,361.406,414.141,28.792,0.000,0.50135,0.50108,0.01231,0.05500,1,0.00000,-0.329,-0.005,-80.594,1.609,64.377,0.000,-1.456,-20.489,2.065,6.367,18.932,0.000,0,0,1
0.5333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71382,1.09806,0.18285,0.71281,1.10151,0.18294,0.63479,1.36953,0.19046,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,359.923,416.260,358.823,238.793,353.511,359.923,354.959,420.246,28.808,0.000,0.49694,0.49668,0.01231,0.05500,1,0.00000,-0.378,-0.679,-80.526,1.819,64.996,0.000,-1.488,-20.368,1.967,6.357,18.691,0.000,0,0,1
0.6000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71369,1.10690,0.18085,0.71268,1.11035,0.18096,0.63467,1.37835,0.18939,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,354.682,407.435,353.654,233.661,348.374,354.682,348.504,426.486,28.818,0.000,0.49275,0.49247,0.01231,0.05500,1,0.00000,-0.428,-1.351,-80.459,2.030,65.606,0.000,-1.528,-20.278,1.931,6.361,18.421,0.000,0,0,1
0.6667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71357,1.11575,0.17886,0.71256,1.11920,0.17898,0.63452,1.38716,0.18831,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,349.589,398.612,348.637,228.784,343.391,349.589,342.041,432.850,28.821,0.000,0.48865,0.48832,0.01230,0.05500,1,0.00000,-0.479,-2.019,-80.395,2.239,66.208,0.000,-1.551,-20.207,1.923,6.342,18.144,0.000,0,0,1
0.7333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71345,1.12460,0.17687,0.71244,1.12805,0.17700,0.63435,1.39596,0.18724,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,344.652,389.796,343.778,224.180,338.569,344.652,335.571,439.333,28.818,0.000,0.48451,0.48413,0.01230,0.05500,1,0.00000,-0.530,-2.685,-80.330,2.447,66.801,0.000,-1.567,-20.148,1.947,6.316,17.848,0.000,0,0,1
0.8000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71334,1.13346,0.17488,0.71233,1.13691,0.17502,0.63414,1.40475,0.18617,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,339.877,380.984,339.085,219.862,333.916,339.877,329.093,445.925,28.808,0.000,0.48028,0.47991,0.01230,0.05500,1,0.00000,-0.582,-3.347,-80.269,2.655,67.386,0.000,-1.558,-20.039,1.844,6.255,17.628,0.000,0,0,1
0.8667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71324,1.14232,0.17289,0.71223,1.14577,0.17305,0.63391,1.41353,0.18510,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,335.273,372.179,334.565,215.847,329.439,335.273,322.610,452.620,28.793,0.000,0.47625,0.47589,0.01230,0.05500,1,0.00000,-0.633,-4.006,-80.210,2.861,67.963,0.000,-1.574,-19.928,1.746,6.234,17.409,0.000,0,0,1
0.9333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71314,1.15119,0.17091,0.71213,1.15464,0.17108,0.63365,1.42231,0.18404,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,330.847,363.382,330.227,212.151,325.147,330.847,316.119,459.411,28.771,0.000,0.47230,0.47189,0.01229,0.05500,1,0.00000,-0.686,-4.663,-80.152,3.066,68.532,0.000,-1.584,-19.859,1.736,6.208,17.142,0.000,0,0,1
1.0000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71305,1.16006,0.16893,0.71204,1.16351,0.16911,0.63336,1.43108,0.18297,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,326.607,354.595,326.077,208.790,321.049,326.607,309.623,466.291,28.743,0.000,0.46848,0.46805,0.01229,0.05500,1,0.00000,-0.738,-5.317,-80.094,3.270,69.093,0.000,-1.568,-19.799,1.718,6.146,16.892,0.000,0,0,1
1.0667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71297,1.16894,0.16695,0.71195,1.17239,0.16714,0.63304,1.43984,0.18191,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,322.562,345.818,322.125,205.779,317.151,322.562,303.121,473.255,28.709,0.000,0.46458,0.46414,0.01228,0.05500,1,0.00000,-0.789,-5.969,-80.039,3.472,69.646,0.000,-1.556,-19.709,1.646,6.091,16.669,0.000,0,0,1
1.1333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71289,1.17782,0.16498,0.71187,1.18127,0.16518,0.63270,1.44860,0.18084,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,318.719,337.052,318.378,203.130,313.461,318.719,296.614,480.296,28.669,0.000,0.46086,0.46035,0.01228,0.05500,1,0.00000,-0.840,-6.619,-79.982,3.672,70.190,0.000,-1.537,-19.668,1.671,6.031,16.397,0.000,0,0,1
1.2000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71282,1.18671,0.16301,0.71179,1.19016,0.16322,0.63233,1.45734,0.17978,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,315.086,328.301,314.844,200.858,309.990,315.086,290.102,487.408,28.623,0.000,0.45688,0.45641,0.01227,0.05500,1,0.00000,-0.890,-7.266,-79.930,3.869,70.727,0.000,-1.503,-19.550,1.525,5.949,16.220,0.000,0,0,1
1.2667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71275,1.19560,0.16105,0.71172,1.19905,0.16127,0.63194,1.46608,0.17871,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,311.672,319.564,311.531,198.974,306.743,311.672,283.587,494.588,28.571,0.000,0.45325,0.45275,0.01227,0.05500,1,0.00000,-0.940,-7.910,-79.880,4.065,71.257,0.000,-1.483,-19.488,1.496,5.891,15.984,0.000,0,0,1
1.3333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71268,1.20450,0.15909,0.71165,1.20794,0.15932,0.63151,1.47481,0.17763,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,308.484,310.846,308.447,197.488,303.729,308.484,277.067,501.829,28.514,0.000,0.44962,0.44902,0.01226,0.05500,1,0.00000,-0.988,-8.553,-79.829,4.257,71.779,0.000,-1.435,-19.484,1.592,5.796,15.679,0.000,0,0,1
1.4000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71263,1.21340,0.15714,0.71159,1.21684,0.15738,0.63106,1.48353,0.17656,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,305.531,302.146,305.600,196.407,300.956,305.531,270.544,509.128,28.450,0.000,0.44568,0.44515,0.01225,0.05500,1,0.00000,-1.034,-9.192,-79.782,4.446,72.294,0.000,-1.379,-19.341,1.371,5.687,15.552,0.000,0,0,1
1.4667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71257,1.22230,0.15519,0.71153,1.22574,0.15545,0.63059,1.49224,0.17547,0.72929,1.57071,0.10000,0.80000,1.50000,0.07774,1.00000,1.30000,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,302.818,293.467,302.995,195.736,298.430,302.818,264.018,516.481,28.381,0.000,0.44220,0.44161,0.01224,0.05500,1,0.00000,-1.079,-9.830,-79.736,4.632,72.802,0.000,-1.338,-19.305,1.384,5.607,15.299,0.000,0,0,1
1.5333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71252,1.23121,0.15326,0.71147,1.23464,0.15352,0.63009,1.50094,0.17438,0.72929,1.57071,0.10000,0.79993,1.49993,0.07774,0.99990,1.29990,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,300.355,284.814,300.642,195.414,296.038,300.355,257.492,523.881,28.306,0.000,0.43831,0.43773,0.01223,0.05500,1,0.00000,-1.121,-10.466,-79.692,4.814,73.303,0.000,-1.244,-19.229,1.302,5.449,15.099,0.000,0,0,1
1.6000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71247,1.24011,0.15133,0.71142,1.24354,0.15161,0.62956,1.50964,0.17329,0.72929,1.57071,0.10000,0.79978,1.49978,0.07774,0.99970,1.29970,0.13500,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,298.147,276.188,298.545,195.451,293.792,298.147,250.962,531.327,28.225,0.000,0.43495,0.43428,0.01223,0.05500,1,0.00000,-1.161,-11.100,-79.649,4.992,73.797,0.000,-1.169,-19.226,1.366,5.325,14.827,0.000,0,0,1
1.6667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71243,1.24903,0.14941,0.71137,1.25245,0.14970,0.62900,1.51832,0.17218,0.72929,1.57071,0.10000,0.79963,1.49963,0.07775,0.99950,1.29950,0.13499,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,296.200,267.591,296.711,195.911,291.823,296.200,244.431,538.816,28.138,0.000,0.43136,0.43069,0.01222,0.05500,1,0.00000,-1.198,-11.732,-79.606,5.165,74.283,0.000,-1.093,-19.148,1.270,5.198,14.640,0.000,0,0,1
1.7333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71239,1.25794,0.14750,0.71132,1.26136,0.14780,0.62842,1.52700,0.17106,0.72929,1.57071,0.10000,0.79949,1.49949,0.07775,0.99929,1.29930,0.13499,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,294.522,259.028,295.146,196.790,290.137,294.522,237.901,546.343,28.045,0.000,0.42749,0.42685,0.01221,0.05500,1,0.00000,-1.231,-12.363,-79.565,5.333,74.761,0.000,-0.968,-19.050,1.120,5.001,14.485,0.000,0,0,1
1.8000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71236,1.26685,0.14560,0.71128,1.27027,0.14591,0.62782,1.53567,0.16993,0.72929,1.57071,0.10000,0.79934,1.49934,0.07776,0.99909,1.29909,0.13498,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,293.115,250.505,293.854,198.080,288.739,293.115,231.371,553.903,27.947,0.000,0.42398,0.42327,0.01220,0.05500,1,0.00000,-1.262,-12.993,-79.525,5.495,75.233,0.000,-0.862,-19.036,1.162,4.837,14.221,0.000,0,0,1
1.8667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71232,1.27577,0.14371,0.71124,1.27919,0.14403,0.62718,1.54432,0.16879,0.72929,1.57071,0.10000,0.79919,1.49920,0.07777,0.99889,1.29889,0.13496,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,291.986,242.026,292.838,199.772,287.633,291.986,224.843,561.496,27.842,0.000,0.42047,0.41971,0.01219,0.05500,1,0.00000,-1.287,-13.620,-79.487,5.650,75.698,0.000,-0.716,-19.015,1.163,4.617,13.987,0.000,0,0,1
1.9333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71229,1.28468,0.14184,0.71120,1.28810,0.14217,0.62653,1.55297,0.16763,0.72929,1.57071,0.10000,0.79905,1.49905,0.07778,0.99869,1.29869,0.13495,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,291.136,233.593,292.103,201.855,286.823,291.136,218.317,569.118,27.731,0.000,0.41708,0.41626,0.01218,0.05500,1,0.00000,-1.309,-14.247,-79.450,5.799,76.156,0.000,-0.584,-18.991,1.163,4.419,13.754,0.000,0,0,1
2.0000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71226,1.29360,0.13998,0.71116,1.29701,0.14031,0.62584,1.56161,0.16646,0.72929,1.57071,0.10000,0.79890,1.49890,0.07779,0.99849,1.29849,0.13493,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,290.570,225.216,291.651,204.314,286.311,290.570,211.794,576.766,27.615,0.000,0.41347,0.41266,0.01217,0.05500,1,0.00000,-1.325,-14.872,-79.414,5.940,76.606,0.000,-0.427,-18.926,1.068,4.185,13.572,0.000,0,0,1
2.0667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71224,1.30251,0.13813,0.71113,1.30592,0.13847,0.62513,1.57024,0.16527,0.72929,1.57071,0.10000,0.79876,1.49876,0.07781,0.99829,1.29829,0.13492,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,290.289,216.899,291.483,207.136,286.101,290.289,205.275,584.438,27.492,0.000,0.40988,0.40909,0.01216,0.05500,1,0.00000,-1.335,-15.496,-79.379,6.073,77.049,0.000,-0.244,-18.852,0.941,3.916,13.411,0.000,0,0,1
2.1333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71221,1.31143,0.13630,0.71109,1.31483,0.13665,0.62439,1.57885,0.16406,0.72929,1.57071,0.10000,0.79861,1.49861,0.07783,0.99809,1.29809,0.13490,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,290.294,208.652,291.600,210.302,286.191,290.294,198.761,592.132,27.362,0.000,0.40685,0.40594,0.01215,0.05500,1,0.00000,-1.340,-16.120,-79.344,6.197,77.485,0.000,-0.056,-18.890,1.050,3.644,13.122,0.000,0,0,1
2.2000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71219,1.32034,0.13448,0.71106,1.32374,0.13484,0.62362,1.58746,0.16282,0.72929,1.57071,0.10000,0.79846,1.49846,0.07785,0.99789,1.29789,0.13487,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,290.584,200.484,292.001,213.797,286.581,290.584,192.253,599.843,27.226,0.000,0.40351,0.40258,0.01213,0.05500,1,0.00000,-1.337,-16.742,-79.311,6.311,77.915,0.000,0.170,-18.850,0.983,3.318,12.930,0.000,0,0,1
2.2667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71216,1.32924,0.13268,0.71102,1.33264,0.13305,0.62283,1.59605,0.16156,0.72929,1.57071,0.10000,0.79832,1.49832,0.07787,0.99769,1.29769,0.13485,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,291.161,192.403,292.685,217.605,287.271,291.161,185.753,607.573,27.084,0.000,0.40028,0.39934,0.01212,0.05500,1,0.00000,-1.327,-17.364,-79.279,6.413,78.337,0.000,0.412,-18.815,0.924,2.971,12.734,0.000,0,0,1
2.3333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71214,1.33815,0.13090,0.71099,1.34154,0.13128,0.62201,1.60463,0.16028,0.72929,1.57071,0.10000,0.79817,1.49817,0.07789,0.99748,1.29749,0.13482,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,292.020,184.423,293.651,221.706,288.258,292.020,179.262,615.318,26.935,0.000,0.39731,0.39628,0.01211,0.05500,1,0.00000,-1.308,-17.985,-79.247,6.505,78.752,0.000,0.667,-18.819,0.958,2.608,12.485,0.000,0,0,1
2.4000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71211,1.34704,0.12914,0.71095,1.35043,0.12952,0.62116,1.61320,0.15896,0.72929,1.57071,0.10000,0.79803,1.49803,0.07792,0.99728,1.29728,0.13479,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,293.160,176.558,294.895,226.082,289.538,293.160,172.782,623.074,26.778,0.000,0.39467,0.39356,0.01210,0.05500,1,0.00000,-1.280,-18.606,-79.216,6.582,79.160,0.000,0.958,-18.837,0.997,2.197,12.239,0.000,0,0,1
2.4667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71208,1.35593,0.12741,0.71091,1.35931,0.12779,0.62029,1.62175,0.15761,0.72929,1.57071,0.10000,0.79788,1.49788,0.07794,0.99708,1.29708,0.13476,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,294.577,168.824,296.413,230.718,291.106,294.577,166.314,630.842,26.615,0.000,0.39171,0.39064,0.01208,0.05500,1,0.00000,-1.242,-19.226,-79.186,6.646,79.561,0.000,1.282,-18.764,0.845,1.737,12.093,0.000,0,0,1
2.5333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71205,1.36481,0.12569,0.71087,1.36819,0.12608,0.61938,1.63029,0.15623,0.72929,1.57071,0.10000,0.79774,1.49774,0.07797,0.99688,1.29688,0.13472,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,296.266,161.240,298.201,235.594,292.957,296.266,159.861,638.618,26.444,0.000,0.38952,0.38837,0.01207,0.05500,1,0.00000,-1.193,-19.846,-79.158,6.694,79.955,0.000,1.629,-18.776,0.867,1.249,11.856,0.000,0,0,1
2.6000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71202,1.37368,0.12400,0.71083,1.37705,0.12440,0.61845,1.63881,0.15481,0.72929,1.57071,0.10000,0.79759,1.49759,0.07800,0.99668,1.29668,0.13468,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,298.222,153.827,300.252,240.693,295.085,298.222,153.424,646.401,26.265,0.000,0.38766,0.38645,0.01206,0.05500,1,0.00000,-1.132,-20.466,-79.128,6.725,80.342,0.000,2.011,-18.785,0.879,0.713,11.624,0.000,0,0,1
2.6667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71199,1.38253,0.12234,0.71078,1.38590,0.12274,0.61749,1.64731,0.15335,0.72929,1.57071,0.10000,0.79745,1.49745,0.07803,0.99648,1.29648,0.13465,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,300.438,146.612,302.560,246.001,297.481,300.438,147.006,654.188,26.079,0.000,0.38606,0.38480,0.01204,0.05500,1,0.00000,-1.058,-21.085,-79.100,6.737,80.721,0.000,2.418,-18.781,0.874,0.145,11.398,0.000,0,0,1
2.7333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71195,1.39137,0.12071,0.71073,1.39474,0.12110,0.61650,1.65580,0.15184,0.72929,1.57071,0.10000,0.79730,1.49730,0.07807,0.99629,1.29629,0.13460,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,302.907,139.624,305.118,251.501,300.139,302.907,140.610,661.978,25.884,0.000,0.38517,0.38384,0.01203,0.05500,1,0.00000,-0.969,-21.705,-79.072,6.729,81.093,0.000,2.864,-18.793,0.893,-0.478,11.164,0.000,0,0,1
2.8000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71190,1.40019,0.11911,0.71067,1.40355,0.11950,0.61547,1.66425,0.15028,0.72929,1.57071,0.10000,0.79716,1.49716,0.07811,0.99609,1.29609,0.13456,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,305.621,132.899,307.917,257.177,303.047,305.621,134.239,669.766,25.680,0.000,0.38493,0.38356,0.01201,0.05500,1,0.00000,-0.865,-22.324,-79.044,6.700,81.458,0.000,3.383,-18.786,0.870,-1.201,10.949,0.000,0,0,1
2.8667,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71185,1.40899,0.11754,0.71061,1.41234,0.11793,0.61442,1.67269,0.14867,0.72929,1.57071,0.10000,0.79701,1.49702,0.07814,0.99589,1.29589,0.13451,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,308.571,126.476,310.949,263.013,306.197,308.571,127.896,677.552,25.468,0.000,0.38544,0.38401,0.01200,0.05500,1,0.00000,-0.742,-22.944,-79.015,6.645,81.815,0.000,3.930,-18.784,0.879,-1.962,10.715,0.000,0,0,1
2.9333,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71179,1.41775,0.11601,0.71054,1.42111,0.11640,0.61333,1.68109,0.14700,0.72929,1.57071,0.10000,0.79687,1.49687,0.07818,0.99569,1.29569,0.13446,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,311.747,120.403,314.203,268.995,309.577,311.747,121.661,685.330,25.246,0.000,0.38710,0.38557,0.01198,0.05500,1,0.00000,-0.601,-23.565,-78.984,6.564,82.162,0.000,4.516,-18.814,0.970,-2.776,10.436,0.000,0,0,1
3.0000,0.06667,15.00,T3_safe_insertion,InsertionSequence,ApproachEntry,0.0000,0.99500,0.71173,1.42649,0.11451,0.71046,1.42983,0.11490,0.61221,1.68945,0.14527,0.72929,1.57071,0.10000,0.79673,1.49673,0.07823,0.99549,1.29549,0.13441,0.80000,1.50000,0.10000,1.00000,1.30000,0.10000,315.138,114.730,317.669,275.108,313.175,315.138,115.789,693.097,25.015,0.000,0.38991,0.38836,0.01197,0.05500,1,0.00000,-0.439,-24.185,-78.953,6.454,82.503,0.000,5.190,-18.791,0.951,-3.712,10.216,0.000,0,0,1
